pub_date	title	venue	excerpt	citation	url_slug	paper_url
2025-02-05	TYPEPULSE: Detecting Type Confusion Bugs in Rust Programs	The 34th USENIX Security Symposium	.   Hung-Mao Chen, Xu He, Shu Wang, Xiaokuan Zhang, Kun Sun	TYPEPULSE	https://arxiv.org/abs/2502.03271
